,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind Speed
534,taitung,20,tw,1561971286,61,-34.72,-55.96,282.04,5.7
535,sao miguel do araguaia,62,br,1561971210,96,-6.22,-36.02,292.9,2.31
536,mogadishu,100,so,1561971287,36,63.92,127.47,297.9,3.97
537,zhigansk,75,ru,1561971287,82,30.42,-9.58,293.15,2.1
538,santa maria,25,cv,1561971287,74,4.89,-1.75,300.9,1.31
539,hailey,33,us,1561971288,76,63.05,179.32,283.5,5.51
540,singaraja,0,id,1561971226,28,-20.16,28.59,295.1,3.52
541,batemans bay,75,au,1561971288,94,54.23,-125.76,285,2.02
542,bowen,1,au,1561971288,76,53.82,-101.24,287.15,4.1
543,harwich,0,us,1561971289,14,36.2,46.09,302.7,0.55
544,chenzhou,90,cn,1561971289,88,-28.65,153.62,290.37,3.1
545,lluta,0,pe,1561971289,97,46.12,-70.67,285.37,0.63
546,puro,0,ph,1561971290,25,26.8,84.51,314.9,3.94
547,barentu,75,er,1561971290,87,58.81,-122.69,283.15,2.6
548,portland,0,au,1561971290,54,48.03,28.7,302.04,2.24
549,labuhan,83,id,1561971290,78,-38.38,142.48,283.71,14.06
550,tambo,0,pe,1561971291,15,21.43,39.83,314.7,7.98
551,taseyevo,100,ru,1561971291,96,16.38,-93.6,293.1,2.29
552,ashbourne,1,ie,1561971073,67,39.75,-75.55,292.04,2.1
553,san rafael,33,ar,1561971292,93,-31.73,-55.98,277.5,3.86
554,poum,90,nc,1561971292,93,37.46,-122.43,287.59,2.6
555,chocope,75,pe,1561971292,83,37.4,136.9,296.15,3.6
556,la ronge,1,ca,1561971292,77,40.77,-72.85,292.59,3.6
557,ravar,99,ir,1561971293,22,40.09,113.3,299.9,2.7
558,boma,94,cd,1561971293,58,-43.3,-65.11,274.7,6.54
559,fortuna,0,us,1561971293,77,15.85,-85.23,300.5,4.75
560,troitskoye,0,ru,1561971294,19,26.33,43.97,313.15,4.1
561,si racha,0,th,1561971294,60,28.58,109.69,302.4,2.29
